Index,p_t,q_t,cluster_safety_t,q_cluster_t,Action,Y_t,Success,FP,FN,Misclassified,SSM decision,Weakest Link decision
1258,0.39371955394744873,4.912333743624954e-06,0.6143680772055953,5.255745615372408e-08,OFFLOADED,1.0,No,1.0,1.0,0.0,False,False
1259,0.34635961055755615,3.0825156168765144e-08,1.0,1.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,True
1260,0.5002006888389587,0.0024833206720856517,1.0,1.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,True
1261,0.9319973587989807,0.9930777718586602,0.8026025794920185,0.010847344774305172,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
1262,0.5222051739692688,0.0048004377910267244,0.3148158033979885,5.015336899110014e-18,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1263,0.26450181007385254,4.064630290270909e-18,0.5038471303018377,1.4687071551567285e-11,OFFLOADED,1.0,No,0.0,1.0,1.0,False,False
1264,0.513302206993103,0.003581615901310886,0.7609161524045525,0.0010524955067805,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1265,0.8394317626953125,0.9020672322607481,0.9335699126621938,0.7171044030999817,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1266,0.33701667189598083,1.2731460127820012e-08,0.7554819028597849,0.0008044592427050301,OFFLOADED,1.0,No,1.0,0.0,0.0,False,False
1267,0.5432393550872803,0.009834289769187411,0.8806233915296403,0.2988197187071824,OFFLOADED,1.0,No,1.0,1.0,0.0,False,False
1268,0.8851380944252014,0.9796603537424707,1.0,1.0,ACCEPTED,1.0,No,1.0,1.0,1.0,True,True
1269,0.25462791323661804,4.5208104414688536e-21,0.31008486307451943,2.773738119051454e-18,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1270,0.3057223856449127,2.4111089397045434e-11,0.686231235023768,1.0647692079247343e-05,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1271,0.2729742228984833,2.0426102149051474e-16,0.26711795471972066,2.4753027174752042e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1272,0.2860719859600067,2.979210443131165e-14,0.26334590389025114,1.9975331139190673e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
