Index,p_t,q_t,Action,Y_t,Success,FP,FN,Misclassified
0,0.26585614681243896,0.26585614681243896,OFFLOADED,1.0,No,1.0,1.0,1.0
1,0.9637613892555237,0.9632067830033523,ACCEPTED,0.0,Yes,0.0,0.0,0.0
2,0.25439348816871643,0.24415169738110637,OFFLOADED,1.0,No,0.0,1.0,0.0
3,0.2979348301887512,0.27779307803622233,OFFLOADED,1.0,No,0.0,1.0,1.0
4,0.345176637172699,0.3157557372191385,OFFLOADED,1.0,No,0.0,1.0,1.0
5,0.5436350107192993,0.5151024530013463,OFFLOADED,1.0,No,1.0,1.0,0.0
6,0.5530577301979065,0.5108744409767212,OFFLOADED,0.0,Yes,0.0,0.0,0.0
7,0.5625702142715454,0.5355932337907532,ACCEPTED,1.0,No,1.0,1.0,1.0
8,0.2593642473220825,0.2133490779970168,ACCEPTED,1.0,No,1.0,1.0,0.0
9,0.2560470998287201,0.2009579406780369,OFFLOADED,1.0,No,1.0,1.0,1.0
10,0.26373130083084106,0.19843416768981922,OFFLOADED,1.0,No,1.0,1.0,1.0
11,0.272605299949646,0.1976834743855835,OFFLOADED,1.0,No,1.0,1.0,1.0
12,0.27001428604125977,0.18622533190283982,OFFLOADED,1.0,No,1.0,1.0,1.0
13,0.4782658517360687,0.399819547404534,ACCEPTED,1.0,No,1.0,1.0,1.0
14,0.32967469096183777,0.22930086790997914,OFFLOADED,0.0,Yes,0.0,0.0,0.0
15,0.42118319869041443,0.3345535353870701,ACCEPTED,1.0,No,1.0,1.0,1.0
16,0.5973943471908569,0.5201588789076004,ACCEPTED,1.0,No,1.0,1.0,1.0
17,0.41891196370124817,0.31044928105808817,ACCEPTED,1.0,No,1.0,1.0,0.0
18,0.5691311359405518,0.4632200669799716,OFFLOADED,1.0,No,0.0,0.0,1.0
19,0.8816627264022827,0.8499532637124052,ACCEPTED,0.0,Yes,0.0,0.0,0.0
20,0.7879819273948669,0.735326773515419,OFFLOADED,1.0,No,1.0,1.0,0.0
21,0.37450551986694336,0.24661520735366663,OFFLOADED,1.0,No,1.0,1.0,1.0
22,0.29038193821907043,0.164423626740249,ACCEPTED,1.0,No,1.0,1.0,1.0
23,0.2818906605243683,0.14997526720680335,OFFLOADED,1.0,No,1.0,1.0,1.0
24,0.2703932821750641,0.1342944671670432,OFFLOADED,1.0,No,1.0,1.0,1.0
25,0.2503828704357147,0.11670637498122445,OFFLOADED,1.0,No,1.0,1.0,1.0
26,0.7265478372573853,0.6283051304081665,ACCEPTED,1.0,No,1.0,1.0,1.0
27,0.2548733353614807,0.11047502764624857,OFFLOADED,1.0,No,1.0,1.0,1.0
28,0.40717190504074097,0.23171976723509122,ACCEPTED,1.0,No,1.0,1.0,1.0
29,0.3881216049194336,0.20454844006937664,OFFLOADED,0.0,Yes,0.0,0.0,0.0
30,0.6910274028778076,0.5647970965587022,ACCEPTED,0.0,Yes,0.0,0.0,0.0
31,0.5997812747955322,0.455406816561542,OFFLOADED,1.0,No,1.0,1.0,1.0
32,0.9289001226425171,0.9039322542137397,ACCEPTED,1.0,No,1.0,1.0,1.0
33,0.33293259143829346,0.16347573707167143,OFFLOADED,1.0,No,1.0,1.0,1.0
34,0.2549479901790619,0.09869346302044947,ACCEPTED,1.0,No,1.0,1.0,1.0
35,0.6055801510810852,0.43814002261803353,ACCEPTED,1.0,No,1.0,1.0,0.0
36,0.28152963519096375,0.10596927054752026,OFFLOADED,1.0,No,1.0,1.0,0.0
37,0.35543912649154663,0.15949276071476498,ACCEPTED,1.0,No,1.0,1.0,1.0
38,0.4910355508327484,0.2829543592247949,OFFLOADED,1.0,No,0.0,1.0,1.0
39,0.5330115556716919,0.3178421956496315,ACCEPTED,1.0,No,1.0,1.0,1.0
40,0.35204312205314636,0.13726650797752465,OFFLOADED,1.0,No,1.0,1.0,1.0
41,0.2545405626296997,0.0714979604062086,OFFLOADED,1.0,No,1.0,1.0,1.0
42,0.2559645473957062,0.06821082328393828,OFFLOADED,1.0,No,1.0,1.0,1.0
43,0.8842488527297974,0.8188698119122145,ACCEPTED,0.0,Yes,0.0,0.0,0.0
44,0.7638370394706726,0.631628921296451,OFFLOADED,0.0,Yes,0.0,0.0,0.0
45,0.3786698281764984,0.14978717606029524,OFFLOADED,1.0,No,1.0,1.0,1.0
46,0.31693795323371887,0.09776771110191852,OFFLOADED,0.0,Yes,0.0,0.0,0.0
47,0.2535310983657837,0.06607045830221389,OFFLOADED,1.0,No,1.0,1.0,1.0
48,0.25663962960243225,0.06358860056892866,OFFLOADED,1.0,No,1.0,1.0,1.0
49,0.25153687596321106,0.05873179125204136,OFFLOADED,1.0,No,1.0,1.0,1.0
50,0.2710472643375397,0.0634169388934053,OFFLOADED,1.0,No,1.0,1.0,1.0
51,0.9151860475540161,0.8752436694700237,ACCEPTED,1.0,No,1.0,1.0,0.0
52,0.36912164092063904,0.1264395411691789,ACCEPTED,1.0,No,1.0,1.0,1.0
53,0.32062608003616333,0.08732228037048541,OFFLOADED,0.0,Yes,0.0,0.0,0.0
54,0.30384817719459534,0.0803466760721091,OFFLOADED,1.0,No,1.0,1.0,1.0
55,0.2547134459018707,0.05032034015303289,OFFLOADED,1.0,No,1.0,1.0,1.0
56,0.2887030839920044,0.06370858584343099,OFFLOADED,1.0,No,1.0,0.0,0.0
57,0.2724905014038086,0.05169688008902994,OFFLOADED,1.0,No,1.0,0.0,0.0
58,0.25549736618995667,0.04283962672674107,OFFLOADED,1.0,No,1.0,1.0,1.0
59,0.25868597626686096,0.04148611298607466,OFFLOADED,1.0,No,1.0,1.0,0.0
60,0.2771086096763611,0.04669139090138292,OFFLOADED,1.0,No,1.0,0.0,0.0
61,0.40508174896240234,0.13702202963295543,ACCEPTED,1.0,No,0.0,1.0,1.0
62,0.28006455302238464,0.04341662220253732,OFFLOADED,1.0,No,0.0,1.0,1.0
63,0.25592073798179626,0.03265854649255839,OFFLOADED,1.0,No,1.0,1.0,1.0
64,0.3623082935810089,0.0916785716713921,OFFLOADED,1.0,No,1.0,1.0,1.0
65,0.28872808814048767,0.041646203047252105,OFFLOADED,1.0,No,1.0,1.0,1.0
66,0.3375084102153778,0.06901746173398612,OFFLOADED,0.0,Yes,0.0,0.0,0.0
67,0.43769925832748413,0.15570200346330296,ACCEPTED,1.0,No,1.0,1.0,1.0
68,0.2872796654701233,0.03884966031192975,OFFLOADED,1.0,No,1.0,0.0,0.0
69,0.2912842035293579,0.03889380297702509,OFFLOADED,1.0,No,1.0,1.0,1.0
70,0.38123276829719543,0.0944620875838213,OFFLOADED,1.0,No,1.0,1.0,0.0
71,0.8479547500610352,0.7529472159567102,ACCEPTED,1.0,No,1.0,1.0,1.0
72,0.25014573335647583,0.02258281025888198,OFFLOADED,1.0,No,1.0,1.0,0.0
73,0.33225423097610474,0.056873247900483655,OFFLOADED,1.0,No,1.0,1.0,1.0
74,0.3239637315273285,0.049567409270075635,OFFLOADED,1.0,No,0.0,1.0,1.0
75,0.25386887788772583,0.01942673814285726,OFFLOADED,1.0,No,1.0,1.0,1.0
76,0.8959904313087463,0.8230002249810129,ACCEPTED,0.0,Yes,0.0,0.0,0.0
77,0.3074598014354706,0.03735724197384577,OFFLOADED,1.0,No,1.0,0.0,0.0
78,0.3171733319759369,0.040773505346612976,OFFLOADED,1.0,No,1.0,1.0,0.0
79,0.2770995795726776,0.02107852310283969,OFFLOADED,1.0,No,1.0,1.0,1.0
80,0.2501760721206665,0.015377077839135935,OFFLOADED,1.0,No,1.0,0.0,0.0
81,0.7817273139953613,0.632713746510074,OFFLOADED,1.0,No,1.0,1.0,1.0
82,0.26988857984542847,0.016972017859504945,OFFLOADED,1.0,No,1.0,1.0,1.0
83,0.6892049312591553,0.46848798328322744,OFFLOADED,0.0,Yes,0.0,0.0,0.0
84,0.39450547099113464,0.08621555716027501,OFFLOADED,1.0,No,1.0,1.0,1.0
85,0.27436596155166626,0.016641770280700997,OFFLOADED,1.0,No,1.0,1.0,0.0
86,0.8722785115242004,0.7864847494471927,ACCEPTED,0.0,Yes,0.0,0.0,0.0
87,0.3066078722476959,0.02811579929149904,OFFLOADED,1.0,No,1.0,1.0,1.0
88,0.3246650695800781,0.03578762758700547,OFFLOADED,1.0,No,1.0,1.0,1.0
89,0.4236096441745758,0.10480724158577144,OFFLOADED,1.0,No,1.0,1.0,1.0
90,0.3473762273788452,0.04341483828767664,OFFLOADED,1.0,No,1.0,1.0,1.0
91,0.5599762201309204,0.26197893696535,OFFLOADED,0.0,Yes,0.0,0.0,0.0
92,0.2991967797279358,0.020599018667728966,OFFLOADED,1.0,No,1.0,1.0,0.0
93,0.2821657657623291,0.014215039345699952,OFFLOADED,1.0,No,1.0,1.0,1.0
94,0.6370915770530701,0.3950480779384412,OFFLOADED,1.0,No,1.0,1.0,0.0
95,0.26477834582328796,0.010186632458423025,OFFLOADED,1.0,No,1.0,1.0,1.0
96,0.3920290172100067,0.06857319721341551,OFFLOADED,1.0,No,1.0,1.0,1.0
97,0.33135393261909485,0.029603755513854697,OFFLOADED,1.0,No,0.0,1.0,1.0
98,0.3661381006240845,0.04557970137450236,OFFLOADED,1.0,No,0.0,1.0,1.0
99,0.4793521463871002,0.15086750774940863,OFFLOADED,1.0,No,1.0,1.0,1.0
100,0.2565646469593048,0.007114771382052468,OFFLOADED,1.0,No,0.0,1.0,1.0
101,0.25620755553245544,0.006691936266624528,OFFLOADED,1.0,No,1.0,0.0,0.0
102,0.6692644953727722,0.4288244418583162,OFFLOADED,1.0,No,0.0,1.0,1.0
103,0.36065322160720825,0.03612279697711179,OFFLOADED,1.0,No,1.0,1.0,1.0
104,0.25471553206443787,0.005704931818005328,OFFLOADED,1.0,No,1.0,1.0,1.0
105,0.8619072437286377,0.7614824124432884,ACCEPTED,0.0,Yes,0.0,0.0,0.0
106,0.27033886313438416,0.006605428723745024,OFFLOADED,0.0,Yes,0.0,0.0,0.0
107,0.8078591227531433,0.6673205318925168,ACCEPTED,1.0,No,1.0,1.0,0.0
108,0.3322720527648926,0.022548993500140963,OFFLOADED,0.0,Yes,0.0,0.0,0.0
109,0.888700544834137,0.8133778357820725,ACCEPTED,1.0,No,1.0,1.0,1.0
110,0.5622039437294006,0.23883082992172663,ACCEPTED,1.0,No,1.0,1.0,1.0
111,0.2679409682750702,0.00665010879620439,OFFLOADED,1.0,No,1.0,1.0,1.0
112,0.32548999786376953,0.019900770801988342,ACCEPTED,1.0,No,1.0,1.0,1.0
113,0.0,0.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0
114,0.25090768933296204,0.004959868354915159,OFFLOADED,1.0,No,0.0,1.0,1.0
115,0.8869134783744812,0.798332492255201,ACCEPTED,0.0,Yes,0.0,0.0,0.0
116,0.0,0.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0
117,0.31327369809150696,0.014984331059474798,OFFLOADED,1.0,No,1.0,1.0,1.0
118,0.30266496539115906,0.011194448216659847,OFFLOADED,1.0,No,1.0,1.0,1.0
119,0.38530585169792175,0.04460871005121526,OFFLOADED,1.0,No,1.0,1.0,1.0
120,0.2786966860294342,0.00582042315999493,OFFLOADED,1.0,No,1.0,1.0,1.0
121,0.26034945249557495,0.004098918526844016,OFFLOADED,1.0,No,1.0,1.0,1.0
122,0.6049360036849976,0.28744448565070335,OFFLOADED,0.0,Yes,0.0,0.0,0.0
123,0.2536226212978363,0.003754602924690701,OFFLOADED,1.0,No,1.0,1.0,1.0
124,0.2525292932987213,0.0035220093673269033,OFFLOADED,1.0,No,1.0,0.0,0.0
125,0.2641153633594513,0.0038331938339689494,OFFLOADED,1.0,No,0.0,0.0,1.0
126,0.6629723906517029,0.39845101806083594,ACCEPTED,1.0,No,1.0,1.0,1.0
127,0.8152262568473816,0.6605162490426286,ACCEPTED,0.0,Yes,0.0,0.0,0.0
128,0.44939714670181274,0.09699472159582816,OFFLOADED,1.0,No,1.0,1.0,0.0
129,0.258976548910141,0.0031238902576298795,OFFLOADED,1.0,No,1.0,1.0,1.0
130,0.2664983868598938,0.003340460213679112,OFFLOADED,1.0,No,1.0,1.0,1.0
131,0.8872183561325073,0.81225141784259,ACCEPTED,0.0,Yes,0.0,0.0,0.0
132,0.27001312375068665,0.0034172244277835165,OFFLOADED,1.0,No,1.0,1.0,1.0
133,0.25289538502693176,0.002489241671591457,OFFLOADED,1.0,No,0.0,1.0,1.0
134,0.533891499042511,0.19101865537774593,OFFLOADED,1.0,No,0.0,0.0,1.0
135,0.2934719920158386,0.005837098320182826,OFFLOADED,1.0,No,1.0,1.0,1.0
136,0.7196115255355835,0.49229766864599434,OFFLOADED,1.0,No,1.0,1.0,1.0
137,0.25132420659065247,0.0020335693291211676,OFFLOADED,1.0,No,1.0,1.0,1.0
138,0.46589288115501404,0.10104651374382752,OFFLOADED,1.0,No,1.0,1.0,0.0
139,0.3235226571559906,0.0115835101219322,OFFLOADED,1.0,No,0.0,1.0,1.0
140,0.2882787883281708,0.003950597511392136,OFFLOADED,1.0,No,1.0,1.0,1.0
141,0.3003024756908417,0.00558575016017535,OFFLOADED,1.0,No,1.0,1.0,0.0
142,0.0,0.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0
143,0.39102378487586975,0.03650311797550822,OFFLOADED,1.0,No,1.0,1.0,1.0
144,0.31528109312057495,0.007997159423142048,OFFLOADED,1.0,No,0.0,0.0,1.0
145,0.3230973184108734,0.009289276010824798,OFFLOADED,1.0,No,1.0,0.0,0.0
146,0.0,0.0,OFFLOADED,0.0,Yes,0.0,0.0,0.0
147,0.25154051184654236,0.0012893032845261527,OFFLOADED,1.0,No,1.0,1.0,0.0
148,0.5558156967163086,0.19754857371354242,OFFLOADED,1.0,No,1.0,1.0,1.0
149,0.3139341175556183,0.006465889892227021,OFFLOADED,1.0,No,1.0,1.0,1.0
150,0.7122718691825867,0.4531721283221047,OFFLOADED,1.0,No,1.0,1.0,1.0
151,0.34958645701408386,0.01438779712575778,OFFLOADED,1.0,No,1.0,1.0,1.0
152,0.2714208960533142,0.0014159389128438249,OFFLOADED,1.0,No,1.0,1.0,1.0
153,0.7398840188980103,0.49237294150392463,ACCEPTED,0.0,Yes,0.0,0.0,0.0
154,0.25322601199150085,0.000982271936411636,OFFLOADED,1.0,No,1.0,1.0,1.0
155,0.9368590712547302,0.8917996735972317,ACCEPTED,0.0,Yes,0.0,0.0,0.0
156,0.25572866201400757,0.0009548405765189983,OFFLOADED,1.0,No,1.0,1.0,1.0
157,0.3683893084526062,0.020225788727601817,OFFLOADED,1.0,No,1.0,1.0,1.0
158,0.32458245754241943,0.007202021833862969,OFFLOADED,1.0,No,1.0,1.0,1.0
159,0.2685306966304779,0.0010498361730599808,OFFLOADED,1.0,No,1.0,1.0,1.0
160,0.28761205077171326,0.0019176881992521851,OFFLOADED,1.0,No,1.0,1.0,1.0
161,0.35091567039489746,0.012906531880821193,OFFLOADED,1.0,No,1.0,1.0,1.0
162,0.2908332347869873,0.0019441845562043227,OFFLOADED,1.0,No,1.0,1.0,1.0
163,0.9046529531478882,0.8429496605344784,ACCEPTED,0.0,Yes,0.0,0.0,0.0
164,0.7849525213241577,0.6026132542486057,ACCEPTED,1.0,No,1.0,1.0,1.0
165,0.2649761736392975,0.0007519716539380137,OFFLOADED,1.0,No,1.0,0.0,0.0
166,0.2976640462875366,0.0023622277180334462,OFFLOADED,1.0,No,1.0,1.0,1.0
167,0.269893616437912,0.0007618261674879079,OFFLOADED,1.0,No,1.0,1.0,0.0
168,0.9041958451271057,0.8444418073862651,OFFLOADED,0.0,Yes,0.0,0.0,0.0
169,0.30804961919784546,0.0033776290499379427,OFFLOADED,1.0,No,1.0,1.0,1.0
170,0.30108457803726196,0.0024034823365849853,OFFLOADED,1.0,No,1.0,1.0,1.0
171,0.32526272535324097,0.005705107454359449,OFFLOADED,1.0,No,1.0,0.0,1.0
172,0.4266701340675354,0.05010205371915518,OFFLOADED,1.0,No,1.0,1.0,1.0
173,0.41467994451522827,0.03928126923981526,OFFLOADED,1.0,No,0.0,1.0,1.0
174,0.25349998474121094,0.00039027987195646455,OFFLOADED,1.0,No,1.0,1.0,1.0
175,0.25527647137641907,0.00037464182249363114,OFFLOADED,1.0,No,1.0,1.0,1.0
176,0.3186793029308319,0.003850698484413554,OFFLOADED,1.0,No,1.0,1.0,1.0
177,0.8892373442649841,0.8251586376593443,ACCEPTED,0.0,Yes,0.0,0.0,0.0
178,0.2561003565788269,0.0003408041982102149,OFFLOADED,1.0,No,1.0,1.0,1.0
179,0.7049271464347839,0.43771130720532536,OFFLOADED,1.0,No,1.0,1.0,1.0
180,0.36878103017807007,0.014496620223561565,OFFLOADED,1.0,No,1.0,1.0,1.0
181,0.25214844942092896,0.00028263362155944,OFFLOADED,1.0,No,1.0,1.0,1.0
182,0.2630232274532318,0.0003279345906735437,OFFLOADED,1.0,No,1.0,1.0,1.0
183,0.37399742007255554,0.01553054136001163,OFFLOADED,1.0,No,0.0,1.0,1.0
184,0.4193790555000305,0.037233738057434344,ACCEPTED,1.0,No,1.0,1.0,1.0
185,0.26646021008491516,0.0003052495701737615,OFFLOADED,1.0,No,1.0,0.0,0.0
186,0.830478847026825,0.6928285276567068,ACCEPTED,0.0,Yes,0.0,0.0,0.0
187,0.6032796502113342,0.24546231771022997,ACCEPTED,1.0,No,1.0,1.0,1.0
188,0.2602725028991699,0.00023627995064061274,OFFLOADED,1.0,No,0.0,1.0,1.0
189,0.2509255111217499,0.00019314295928049723,OFFLOADED,1.0,No,1.0,1.0,1.0
190,0.2871614098548889,0.0006778553266482595,OFFLOADED,1.0,No,1.0,1.0,1.0
191,0.526603102684021,0.13278533589924904,OFFLOADED,0.0,Yes,0.0,0.0,0.0
192,0.4197371304035187,0.03619620511261461,OFFLOADED,1.0,No,1.0,1.0,1.0
193,0.2517252266407013,0.00017163331949024906,OFFLOADED,1.0,No,1.0,1.0,0.0
194,0.5187697410583496,0.12903956251763896,OFFLOADED,1.0,No,1.0,0.0,0.0
195,0.8217769861221313,0.6793768231789947,OFFLOADED,1.0,No,1.0,1.0,1.0
196,0.822227954864502,0.6676698876181449,ACCEPTED,1.0,No,1.0,1.0,1.0
197,0.9310725331306458,0.889464239452134,OFFLOADED,0.0,Yes,0.0,0.0,0.0
198,0.8985909223556519,0.8415397874286903,ACCEPTED,0.0,Yes,0.0,0.0,0.0
199,0.8880704641342163,0.8296435573936038,ACCEPTED,0.0,Yes,0.0,0.0,0.0
200,0.610907256603241,0.2432339923583902,OFFLOADED,1.0,No,1.0,1.0,1.0
201,0.2619486451148987,0.0001782840017321108,OFFLOADED,1.0,No,1.0,1.0,1.0
202,0.3966226279735565,0.020026742177623298,OFFLOADED,1.0,No,1.0,1.0,1.0
203,0.890284538269043,0.8393532540792484,ACCEPTED,1.0,No,1.0,1.0,1.0
204,0.27393200993537903,0.0002633690896796498,OFFLOADED,0.0,Yes,0.0,0.0,0.0
205,0.2772427499294281,0.0003287237701655355,OFFLOADED,1.0,No,1.0,1.0,1.0
206,0.25140634179115295,0.00012780669608956533,OFFLOADED,1.0,No,1.0,1.0,1.0
207,0.2961154580116272,0.0008222579273845687,OFFLOADED,1.0,No,1.0,0.0,0.0
208,0.259299635887146,0.00013040258350208202,OFFLOADED,1.0,No,1.0,1.0,1.0
209,0.31912606954574585,0.0022825168006060737,OFFLOADED,1.0,No,1.0,1.0,1.0
210,0.6201454997062683,0.24506950773476102,OFFLOADED,1.0,No,1.0,1.0,0.0
211,0.3408050537109375,0.00456310759491186,OFFLOADED,1.0,No,0.0,1.0,0.0
212,0.3491290807723999,0.005384335439189737,OFFLOADED,1.0,No,1.0,0.0,1.0
213,0.9257065057754517,0.8881762922169646,ACCEPTED,1.0,No,1.0,1.0,1.0
214,0.7058273553848267,0.39137467889791444,ACCEPTED,0.0,Yes,0.0,0.0,0.0
215,0.28243017196655273,0.0003047224637724345,OFFLOADED,1.0,No,1.0,1.0,0.0
216,0.29398617148399353,0.000550679226521642,OFFLOADED,1.0,No,0.0,0.0,1.0
217,0.30752381682395935,0.0010873230414709203,OFFLOADED,1.0,No,1.0,1.0,1.0
218,0.28088507056236267,0.0002353288117220637,OFFLOADED,1.0,No,1.0,1.0,1.0
219,0.5327723622322083,0.12525994788857947,OFFLOADED,1.0,No,0.0,1.0,1.0
220,0.8734836578369141,0.7888578469091851,ACCEPTED,0.0,Yes,0.0,0.0,0.0
221,0.9247682690620422,0.8879404932854414,ACCEPTED,0.0,Yes,0.0,0.0,0.0
222,0.911359429359436,0.873509895247433,ACCEPTED,1.0,No,1.0,1.0,1.0
223,0.5199807286262512,0.10779163409486209,OFFLOADED,1.0,No,1.0,1.0,1.0
224,0.842674970626831,0.7149327523292495,ACCEPTED,0.0,Yes,0.0,0.0,0.0
225,0.2569461464881897,7.006976630495827e-05,OFFLOADED,1.0,No,0.0,1.0,0.0
226,0.4605354964733124,0.053083739120159665,OFFLOADED,1.0,No,1.0,1.0,0.0
227,0.2708372175693512,0.00010869677703926958,OFFLOADED,0.0,Yes,0.0,0.0,0.0
228,0.7255358695983887,0.4474953344873938,ACCEPTED,0.0,Yes,0.0,0.0,0.0
229,0.5262226462364197,0.11120417124694362,OFFLOADED,1.0,No,1.0,1.0,1.0
230,0.25123703479766846,6.027418758103609e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
231,0.2889694571495056,0.00030089215869694093,OFFLOADED,1.0,No,1.0,1.0,1.0
232,0.3004426062107086,0.0005748717632658598,OFFLOADED,1.0,No,1.0,1.0,1.0
233,0.2889390289783478,0.0002672356227854332,OFFLOADED,1.0,No,1.0,1.0,1.0
234,0.4461674392223358,0.0396329451073629,OFFLOADED,1.0,No,1.0,1.0,1.0
235,0.903314471244812,0.8624178454762325,OFFLOADED,0.0,Yes,0.0,0.0,0.0
236,0.25211021304130554,4.57527101965783e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
237,0.2503681182861328,4.2714187966168026e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
238,0.28332534432411194,0.00017065826835968868,OFFLOADED,1.0,No,1.0,1.0,1.0
239,0.27486130595207214,9.924292752739205e-05,OFFLOADED,0.0,Yes,0.0,0.0,0.0
240,0.8347370028495789,0.715838321028172,OFFLOADED,1.0,No,1.0,1.0,1.0
241,0.27229049801826477,8.858451330975252e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
242,0.8883907794952393,0.8381479733394086,ACCEPTED,1.0,No,1.0,1.0,0.0
243,0.2825506031513214,0.00014993335241555476,OFFLOADED,1.0,No,1.0,1.0,1.0
244,0.6747015118598938,0.3406825020358104,ACCEPTED,0.0,Yes,0.0,0.0,0.0
245,0.38283324241638184,0.010479029054620578,OFFLOADED,1.0,No,1.0,1.0,1.0
246,0.5756767392158508,0.16804939991130877,OFFLOADED,1.0,No,1.0,1.0,1.0
247,0.25234347581863403,3.3029196787912224e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
248,0.758928656578064,0.5261871318526782,OFFLOADED,0.0,Yes,0.0,0.0,0.0
249,0.47983258962631226,0.0607779028912445,OFFLOADED,0.0,Yes,0.0,0.0,0.0
250,0.5036094784736633,0.08494617414260201,OFFLOADED,1.0,No,0.0,1.0,1.0
251,0.2525824308395386,3.212795124507376e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
252,0.40770474076271057,0.017349021162974276,OFFLOADED,1.0,No,1.0,1.0,1.0
253,0.2599945068359375,3.5032783391884145e-05,OFFLOADED,1.0,No,0.0,1.0,1.0
254,0.5678948760032654,0.1515541785043009,ACCEPTED,1.0,No,1.0,1.0,1.0
255,0.2516160309314728,2.5473117724628197e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
256,0.27665433287620544,8.070757524822267e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
257,0.33572348952293396,0.0023018049286289764,OFFLOADED,0.0,Yes,0.0,0.0,0.0
258,0.3094625771045685,0.0007341380369935897,OFFLOADED,0.0,Yes,0.0,0.0,0.0
259,0.34874606132507324,0.003575276733070207,OFFLOADED,1.0,No,0.0,1.0,0.0
260,0.3299046754837036,0.0018805899625212194,OFFLOADED,1.0,No,1.0,1.0,1.0
261,0.4269503951072693,0.023411150393584042,OFFLOADED,0.0,Yes,0.0,0.0,0.0
262,0.2680663466453552,4.6102543170964675e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
263,0.5705928802490234,0.14909553158445404,OFFLOADED,1.0,No,1.0,0.0,0.0
264,0.4869033098220825,0.06050869801636824,OFFLOADED,1.0,No,1.0,1.0,1.0
265,0.7500212788581848,0.51109609963925,ACCEPTED,1.0,No,1.0,1.0,1.0
266,0.8400426506996155,0.70846775366452,OFFLOADED,0.0,Yes,0.0,0.0,0.0
267,0.2565448582172394,2.194236589145249e-05,OFFLOADED,1.0,No,0.0,1.0,0.0
268,0.381540447473526,0.007793095261572765,OFFLOADED,1.0,No,1.0,0.0,0.0
269,0.28973665833473206,0.0001593849684624751,OFFLOADED,1.0,No,1.0,1.0,1.0
270,0.2871209681034088,0.0001240283652785217,OFFLOADED,1.0,No,1.0,1.0,1.0
271,0.2801751494407654,7.216687006323404e-05,OFFLOADED,1.0,No,1.0,0.0,0.0
272,0.34936508536338806,0.0029322293425945345,OFFLOADED,1.0,No,1.0,1.0,1.0
273,0.8985700607299805,0.8535598407603264,ACCEPTED,1.0,No,1.0,1.0,1.0
274,0.4069775342941284,0.013581726544621552,OFFLOADED,1.0,No,1.0,1.0,1.0
275,0.2547883987426758,1.382682728526198e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
276,0.5313173532485962,0.0906600643754161,OFFLOADED,1.0,No,1.0,1.0,1.0
277,0.3250509798526764,0.0010350843378930294,OFFLOADED,1.0,No,0.0,1.0,1.0
278,0.30558064579963684,0.0003656810601168841,OFFLOADED,1.0,No,1.0,1.0,1.0
279,0.8517201542854309,0.7416781117177506,ACCEPTED,0.0,Yes,0.0,0.0,0.0
280,0.5426225662231445,0.09921367907985537,OFFLOADED,0.0,Yes,0.0,0.0,0.0
281,0.8900752663612366,0.8381863824931974,OFFLOADED,0.0,Yes,0.0,0.0,0.0
282,0.250980019569397,1.136737809917317e-05,OFFLOADED,1.0,No,1.0,1.0,0.0
283,0.3617579936981201,0.0038275132685953875,OFFLOADED,1.0,No,1.0,1.0,1.0
284,0.2504732012748718,1.0090919519341957e-05,OFFLOADED,1.0,No,1.0,1.0,0.0
285,0.41122475266456604,0.014256879267762703,OFFLOADED,1.0,No,1.0,1.0,1.0
286,0.3280844986438751,0.0010763184700369264,OFFLOADED,1.0,No,1.0,1.0,1.0
287,0.7416850924491882,0.4931380266933593,ACCEPTED,1.0,No,1.0,1.0,1.0
288,0.257500022649765,9.568961521235444e-06,OFFLOADED,1.0,No,1.0,1.0,1.0
289,0.8085334897041321,0.6362654710102875,OFFLOADED,0.0,Yes,0.0,0.0,0.0
290,0.261979877948761,1.1844025527468015e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
291,0.2553730905056,7.992098547766289e-06,OFFLOADED,1.0,No,1.0,1.0,1.0
292,0.43118709325790405,0.021672912558816346,OFFLOADED,1.0,No,1.0,1.0,1.0
293,0.2642335295677185,1.1776808166310041e-05,OFFLOADED,1.0,No,1.0,1.0,1.0
294,0.2605873942375183,8.732583291535493e-06,OFFLOADED,1.0,No,1.0,0.0,0.0
295,0.4267893433570862,0.018463184005743684,OFFLOADED,1.0,No,1.0,1.0,1.0
296,0.3574789762496948,0.0025918497535348185,OFFLOADED,1.0,No,1.0,1.0,1.0
297,0.8543877601623535,0.7691012869446971,OFFLOADED,0.0,Yes,0.0,0.0,0.0
298,0.8782529830932617,0.8322412281504826,ACCEPTED,0.0,Yes,0.0,0.0,0.0
299,0.2855164408683777,5.453891561279253e-05,OFFLOADED,1.0,No,1.0,0.0,1.0
